Zaman,Değer
2023-09-04,12.5225468
2023-09-04,12.7655115
2023-09-04,12.8864298
2023-09-04,12.5738649
2023-09-04,12.5013475
2023-09-04,12.7361097
2023-09-04,12.8641329
2023-09-04,12.7282772
2023-09-04,12.5179491
2023-09-04,12.8097439
2023-09-04,12.8349056
2023-09-04,12.7541885
2023-09-04,12.4845257
2023-09-04,12.837862
2023-09-04,12.7789068
2023-09-04,12.7145653
2023-09-04,12.6256638
2023-09-04,12.6671181
2023-09-04,12.840663
2023-09-04,12.6367159
2023-09-04,12.386939
2023-09-04,12.7567768
2023-09-04,13.029644
2023-09-04,12.8716888
2023-09-04,12.5022869
2023-09-04,12.5272284
2023-09-04,12.968605
2023-09-04,12.762063
2023-09-04,12.4783239
2023-09-04,12.7002764
2023-09-04,12.8633699
2023-09-04,12.7718258
2023-09-04,12.8007221
2023-09-04,12.7821379
2023-09-04,12.7075558
2023-09-04,12.7857704
2023-09-04,12.5523367
2023-09-04,12.5439501
2023-09-04,12.9998484
2023-09-04,12.8428078
2023-09-04,12.6157436
2023-09-04,12.5993567
2023-09-04,12.6938124
2023-09-04,12.826911
2023-09-04,12.614069
2023-09-04,12.7362156
2023-09-04,13.0589342
2023-09-04,12.6865025
2023-09-04,12.5752583
2023-09-04,12.5128546
2023-09-04,12.8231316
2023-09-04,12.8800058
2023-09-04,12.5926857
2023-09-04,12.4980822
2023-09-04,12.8097115
2023-09-04,13.0015125
2023-09-04,12.9484558
2023-09-04,12.5568104
2023-09-04,12.7005453
2023-09-04,12.8632345
2023-09-04,12.8063211
2023-09-04,12.5524073
2023-09-04,12.6903954
2023-09-04,12.702733
2023-09-04,12.5909634
2023-09-04,12.5677843
2023-09-04,12.7234097
2023-09-04,12.9009171
2023-09-04,12.4149027
2023-09-04,12.3516665
2023-09-04,12.7464876
2023-09-04,12.8409615
2023-09-04,12.6502399
2023-09-04,12.7686853
2023-09-04,12.7214003
2023-09-04,12.7735939
2023-09-04,12.6198254
2023-09-04,12.6705275
2023-09-04,12.7499046
2023-09-04,12.8646202
2023-09-04,12.6827431
2023-09-04,12.4550571
2023-09-04,12.9046469
2023-09-04,12.861084
2023-09-04,12.9141636
2023-09-04,12.5846338
2023-09-04,12.7436523
2023-09-04,12.8133011
2023-09-04,12.71455
2023-09-04,12.6039801
2023-09-04,12.4582462
2023-09-04,12.7222576
2023-09-04,12.599824
2023-09-04,12.6117506
2023-09-04,12.6163025
2023-09-04,13.0524693
2023-09-04,12.6440268
2023-09-04,12.3610916
2023-09-04,12.5679483
2023-09-04,12.9768028
2023-09-04,12.6398849
2023-09-04,12.6956387
2023-09-04,12.4628458
2023-09-04,12.7149343
2023-09-04,12.8147001
2023-09-04,12.511385
2023-09-04,12.858676
2023-09-04,12.729104
2023-09-04,12.685173
2023-09-04,12.4690418
2023-09-04,12.4193163
2023-09-04,13.0027351
2023-09-04,12.6491928
2023-09-04,12.4824057
2023-09-04,12.4452744
2023-09-04,12.8362398
2023-09-04,12.7783442
2023-09-04,12.6367359
2023-09-04,12.8009872
2023-09-04,12.7084866
2023-09-04,12.7138481
2023-09-04,12.7295837
2023-09-04,12.5957232
2023-09-04,12.7840576
2023-09-04,12.6782284
2023-09-04,12.6006727
2023-09-04,12.4316168
2023-09-04,12.7384453
2023-09-04,13.0067635
2023-09-04,12.8160219
2023-09-04,12.4233952
2023-09-04,12.6604443
2023-09-04,12.7800312
2023-09-04,12.8902731
2023-09-04,12.5800066
2023-09-04,12.6467447
2023-09-04,12.625617
2023-09-04,12.5113373
2023-09-04,12.5565319
2023-09-04,12.8611412
2023-09-04,13.0369129
2023-09-04,12.5241108
2023-09-04,12.4542646
2023-09-04,12.6258392
2023-09-04,13.0764389
2023-09-04,13.0366096
2023-09-04,12.3118505
2023-09-04,12.5995808
2023-09-04,12.8857155
2023-09-04,12.9505463
2023-09-04,12.4353943
2023-09-04,12.7877941
2023-09-04,12.7361317
2023-09-04,12.6281862
2023-09-04,12.449585
2023-09-04,12.8278131
2023-09-04,12.9881544
2023-09-04,12.4322681
2023-09-04,12.3920727
2023-09-04,12.5377369
2023-09-04,12.7926025
2023-09-04,12.9049463
2023-09-04,12.8042259
2023-09-04,12.8691187
2023-09-04,12.7603197
2023-09-04,12.4626417
2023-09-04,12.5501041
2023-09-04,12.6346893
2023-09-04,12.7310619
2023-09-04,12.759963
2023-09-04,12.5716972
2023-09-04,12.8364315
2023-09-04,12.5725765
2023-09-04,12.6425772
2023-09-04,12.5851068
2023-09-04,12.8139229
2023-09-04,13.0728626
2023-09-04,12.8959694
2023-09-04,12.7304831
2023-09-04,12.6074896
2023-09-04,12.5439091
2023-09-04,12.5634565
2023-09-04,13.090126
2023-09-04,12.6713076
2023-09-04,12.4607611
2023-09-04,12.547904
2023-09-04,12.8552332
2023-09-04,12.8102942
2023-09-04,12.565259
2023-09-04,12.3916006
2023-09-04,13.0346327
2023-09-04,12.7886658
2023-09-04,12.7663755
2023-09-04,12.5792255
2023-09-04,12.888051
2023-09-04,12.6739206
2023-09-04,12.4245396
2023-09-04,12.6025467
2023-09-04,12.948184
2023-09-04,12.7855797
2023-09-04,12.5921421
2023-09-04,12.3747072
2023-09-04,12.7921629
2023-09-04,12.7020864
2023-09-04,12.7022324
2023-09-04,12.5606022
2023-09-04,12.8608761
2023-09-04,12.6961803
2023-09-04,12.4690647
2023-09-04,12.3963194
2023-09-04,12.9213438
2023-09-04,12.8118076
2023-09-04,12.6414194
2023-09-04,12.3504839
2023-09-04,12.9377661
2023-09-04,13.0190935
2023-09-04,12.7188644
2023-09-04,12.324666
2023-09-04,12.7880287
2023-09-04,12.9890299
2023-09-04,12.544981
2023-09-04,12.5555649
2023-09-04,12.7393627
2023-09-04,12.6882391
2023-09-04,12.8773193
2023-09-04,12.4736395
2023-09-04,12.9931002
2023-09-04,12.8248777
2023-09-04,12.8345337
2023-09-04,12.3286619
2023-09-04,12.7627563
2023-09-04,12.9780397
2023-09-04,12.7404041
2023-09-04,12.4836626
2023-09-04,12.6922445
2023-09-04,12.8117952
2023-09-04,12.9429111
2023-09-04,12.5376673
2023-09-04,12.6852636
2023-09-04,12.7571964
2023-09-04,12.6672878
2023-09-04,12.4998093
2023-09-04,12.7645645
2023-09-04,12.9168854
2023-09-04,12.6641369
2023-09-04,12.5409145
2023-09-04,12.5357132
2023-09-04,12.9405737
2023-09-04,12.8442726
2023-09-04,12.5629559
2023-09-04,12.5720778
2023-09-04,12.771739
2023-09-04,12.6425285
2023-09-04,12.6575727
2023-09-04,12.4907417
2023-09-04,12.7402458
2023-09-04,12.5635824
2023-09-04,12.5927715
2023-09-04,12.584548
2023-09-04,12.8567419
2023-09-04,12.9415045
2023-09-04,12.6688557
2023-09-04,12.5793781
2023-09-04,12.9055004
2023-09-04,13.1335678
2023-09-04,12.7248611
2023-09-04,12.5546961
2023-09-04,12.8482361
2023-09-04,12.6531439
2023-09-04,12.6303635
2023-09-04,12.495635
2023-09-04,13.0343056
2023-09-04,12.7215538
2023-09-04,12.6515827
2023-09-04,12.5304699
2023-09-04,12.6646605
2023-09-04,12.9069414
2023-09-04,12.8383484
2023-09-04,12.4743595
2023-09-04,12.7519598
2023-09-04,12.7781773
2023-09-04,12.7433081
2023-09-04,12.7731762
2023-09-04,12.8637152
2023-09-04,12.5546236
2023-09-04,12.6842804
2023-09-04,12.6405077
2023-09-04,12.8015547
2023-09-04,13.2138824
2023-09-04,12.5322027
2023-09-04,12.5051899
2023-09-04,12.8479757
2023-09-04,12.8867836
2023-09-04,12.6878805
2023-09-04,12.5203152
2023-09-04,12.6850338
2023-09-04,12.7666349
2023-09-04,12.699091
2023-09-04,12.8130407
2023-09-04,12.8659697
2023-09-04,12.8624268
2023-09-04,12.7970076
2023-09-04,12.5283976
2023-09-04,13.0378551
2023-09-04,12.7641106
2023-09-04,12.7728224
2023-09-04,12.3717899
2023-09-04,12.5318298
2023-09-04,12.7179461
2023-09-04,12.8631039
2023-09-04,12.6735249
2023-09-04,12.8140402
2023-09-04,12.6624432
2023-09-04,12.6814137
2023-09-04,12.7865858
2023-09-04,12.8456106
2023-09-04,12.891139
2023-09-04,12.5591345
2023-09-04,12.599103
2023-09-04,12.5857344
2023-09-04,12.9655485
2023-09-04,12.7968874
2023-09-04,12.51752
2023-09-04,12.6839886
2023-09-04,12.8229408
2023-09-04,12.8529987
2023-09-04,12.7347088
2023-09-04,12.7294455
2023-09-04,12.6501598
2023-09-04,12.6565704
2023-09-04,12.6874447
2023-09-04,12.4385433
2023-09-04,12.8240576
2023-09-04,12.743844
2023-09-04,12.459691
2023-09-04,12.5428171
2023-09-04,12.954299
2023-09-04,12.8797569
2023-09-04,12.8354464
2023-09-04,12.5417814
2023-09-04,12.770278
2023-09-04,12.9158173
2023-09-04,12.8729391
2023-09-04,12.5772896
2023-09-04,12.6787357
2023-09-04,12.8058796
2023-09-04,12.5924864
2023-09-04,12.6149435
2023-09-04,12.7030325
2023-09-04,12.8340178
2023-09-04,12.7450991
2023-09-04,12.5363092
2023-09-04,12.7187796
2023-09-04,13.0109205
2023-09-04,12.8255873
2023-09-04,12.8032894
2023-09-04,12.6927643
2023-09-04,12.8093357
2023-09-04,12.6568594
2023-09-04,12.611908
2023-09-04,12.760932
2023-09-04,12.7909441
2023-09-04,12.6333017
2023-09-04,12.5712271
2023-09-04,12.8477888
2023-09-04,13.0335045
2023-09-04,12.884407
2023-09-04,12.5083551
2023-09-04,12.5932798
2023-09-04,12.8821001
2023-09-04,12.775857
2023-09-04,12.8999825
2023-09-04,12.6072111
2023-09-04,12.7246227
2023-09-04,12.7193985
2023-09-04,12.4883327
2023-09-04,12.4760714
2023-09-04,12.7005672
2023-09-04,12.8127842
2023-09-04,12.461875
2023-09-04,12.563859
2023-09-04,12.8997707
2023-09-04,12.9302053
2023-09-04,12.7386885
2023-09-04,12.604743
2023-09-04,13.0248718
2023-09-04,12.6342907
2023-09-04,12.7245646
2023-09-04,12.7308807
2023-09-04,12.7282648
2023-09-04,12.7806482
2023-09-04,12.8101883
2023-09-04,12.5737171
2023-09-04,12.9838133
2023-09-04,12.7672615
2023-09-04,12.6011152
2023-09-04,12.6182404
2023-09-04,12.8094301
2023-09-04,12.7752895
2023-09-04,12.8357553
2023-09-04,12.4604778
2023-09-04,12.4253035
2023-09-04,12.8139544
2023-09-04,12.6151495
2023-09-04,12.4481974
2023-09-04,12.953146
2023-09-04,12.8297405
2023-09-04,12.797657
2023-09-04,12.5861578
2023-09-04,12.755578
2023-09-04,12.8957434
2023-09-04,12.4002323
2023-09-04,12.5366364
2023-09-04,12.5824089
2023-09-04,12.8702011
2023-09-04,12.8573523
2023-09-04,12.4708443
2023-09-04,12.716959
2023-09-04,12.8983831
2023-09-04,12.6949739
2023-09-04,12.4316206
2023-09-04,12.730135
2023-09-04,12.6234741
2023-09-04,12.5923347
2023-09-04,12.4049654
2023-09-04,12.5673542
2023-09-04,12.7207508
2023-09-04,12.6085539
2023-09-04,12.6233387
2023-09-04,12.8746424
2023-09-04,13.0538654
2023-09-04,12.8129654
2023-09-04,12.6648159
2023-09-04,12.6070204
2023-09-04,12.6971788
2023-09-04,12.5796967
2023-09-04,12.6876564
2023-09-04,12.5734549
2023-09-04,12.9959955
2023-09-04,12.71947
2023-09-04,12.5941467
2023-09-04,12.6775017
2023-09-04,13.1496334
2023-09-04,12.8699989
2023-09-04,12.6356659
2023-09-04,12.5992737
2023-09-04,12.8023977
2023-09-04,12.7911959
2023-09-04,12.7026682
2023-09-04,12.5634098
2023-09-04,12.7170267
2023-09-04,12.4817419
2023-09-04,12.6190376
2023-09-04,12.7984104
2023-09-04,12.6382246
2023-09-04,12.8305244
2023-09-04,12.550724
2023-09-04,12.6980677
2023-09-04,12.7675438
2023-09-04,12.8565645
2023-09-04,12.4283981
2023-09-04,12.4130526
2023-09-04,12.7616949
2023-09-04,12.600709
2023-09-04,12.7642422
2023-09-04,12.529767
2023-09-04,12.9841547
2023-09-04,12.6313105
2023-09-04,12.7553492
2023-09-04,12.4221869
2023-09-04,12.8088112
2023-09-04,12.6834002
2023-09-04,12.4949636
2023-09-04,12.6084223
2023-09-04,12.6140871
2023-09-04,12.9257946
2023-09-04,12.8621807
2023-09-04,12.4728231
2023-09-04,12.8739595
2023-09-04,12.7836103
2023-09-04,12.706502
2023-09-04,12.9170561
2023-09-04,12.8789654
2023-09-04,12.736062
2023-09-04,12.7377625
2023-09-04,12.4209356
2023-09-04,12.8913774
2023-09-04,12.9523172
2023-09-04,12.5914574
2023-09-04,12.4720144
2023-09-04,12.8066969
2023-09-04,12.9862843
2023-09-04,12.6726198
2023-09-04,12.4473047
2023-09-04,12.7296686
2023-09-04,12.9059486
2023-09-04,12.7099171
2023-09-04,12.4775648
2023-09-04,12.6449423
2023-09-04,13.0111456
2023-09-04,12.7255201
2023-09-04,12.526535
2023-09-04,12.8329191
2023-09-04,12.9351664
2023-09-04,12.9236765
2023-09-04,12.6149902
2023-09-04,12.4478626
2023-09-04,12.743989
2023-09-04,12.9115305
2023-09-04,12.8750744
2023-09-04,12.7182217
2023-09-04,12.7954731
2023-09-04,12.9072275
2023-09-04,12.6558676
2023-09-04,12.7947817
2023-09-04,12.9584255
2023-09-04,12.7674704
2023-09-04,12.6007385
2023-09-04,12.5675068
2023-09-04,13.0295563
2023-09-04,12.9356995
2023-09-04,12.7230206
2023-09-04,12.5449371
2023-09-04,12.9197569
2023-09-04,12.6996937
2023-09-04,12.7192163
2023-09-04,12.7489347
2023-09-04,12.6420155
2023-09-04,12.7628155
2023-09-04,12.4525309
2023-09-04,12.574996
2023-09-04,12.7646027
2023-09-04,12.7451887
2023-09-04,12.6256313
2023-09-04,12.3338118
2023-09-04,12.549695
2023-09-04,13.0585613
2023-09-04,12.5084543
2023-09-04,12.5001612
2023-09-04,12.5326719
2023-09-04,12.7748432
2023-09-04,12.8165512
2023-09-04,12.5932007
2023-09-04,12.8371658
2023-09-04,12.7876406
2023-09-04,12.6916447
2023-09-04,12.67731
2023-09-04,13.0384722
2023-09-04,12.8265505
2023-09-04,12.6536083
2023-09-04,12.4391899
2023-09-04,12.5275507
2023-09-04,12.8741493
2023-09-04,12.6495409
2023-09-04,12.5138693
2023-09-04,12.9214058
2023-09-04,12.6772728
2023-09-04,12.7446737
2023-09-04,12.391634
2023-09-04,12.8541994
2023-09-04,12.9286594
2023-09-04,12.545599
2023-09-04,12.392849
2023-09-04,12.6777058
2023-09-04,12.9241915
2023-09-04,12.6516161
2023-09-04,12.4551477
2023-09-04,12.6425648
2023-09-04,12.8173084
2023-09-04,12.9572783
2023-09-04,12.7292881
2023-09-04,12.6152296
2023-09-04,12.9574842
2023-09-04,12.7741852
2023-09-04,12.4606428
2023-09-04,12.8061094
2023-09-04,12.6484699
2023-09-04,12.6205521
2023-09-04,12.3734846
2023-09-04,12.7038574
2023-09-04,12.9182663
2023-09-04,12.7177095
2023-09-04,12.6288719
2023-09-04,12.440341
2023-09-04,12.7709808
2023-09-04,12.6823416
2023-09-04,12.6996517
2023-09-04,12.54667
2023-09-04,12.8500261
2023-09-04,12.625061
2023-09-04,12.6379185
2023-09-04,12.7579594
2023-09-04,13.0194454
2023-09-04,12.7066517
2023-09-04,12.5661449
2023-09-04,12.7314262
2023-09-04,12.9753695
2023-09-04,12.643322
2023-09-04,12.6260252
2023-09-04,12.3524332
2023-09-04,12.7497854
2023-09-04,12.7006893
2023-09-04,12.8326778
2023-09-04,12.5689945
2023-09-04,12.8133745
2023-09-04,12.6872206
2023-09-04,12.6000328
2023-09-04,12.5030565
2023-09-04,12.7728977
2023-09-04,13.0121365
2023-09-04,12.7450027
2023-09-04,12.6148176
2023-09-04,12.6557713
2023-09-04,12.8268938
2023-09-04,12.6027269
2023-09-04,12.5613718
2023-09-04,12.8416462
2023-09-04,12.7968912
2023-09-04,12.638998
2023-09-04,12.7157965
2023-09-04,13.0022125
2023-09-04,12.879384
2023-09-04,12.854332
2023-09-04,12.6558533
2023-09-04,12.6907129
2023-09-04,13.0138636
2023-09-04,12.8020658
2023-09-04,12.4780502
2023-09-04,12.6811371
2023-09-04,12.9357424
2023-09-04,13.0729389
2023-09-04,12.3880663
2023-09-04,12.9042988
2023-09-04,12.5760918
2023-09-04,12.7118874
2023-09-04,12.6067915
2023-09-04,12.4496355
2023-09-04,12.9949865
2023-09-04,12.6502523
2023-09-04,12.5759287
2023-09-04,12.7580862
2023-09-04,12.7574854
2023-09-04,12.7843494
2023-09-04,12.7648211
2023-09-04,12.5495167
2023-09-04,12.9128017
2023-09-04,12.9547377
2023-09-04,12.7234249
2023-09-04,12.6556559
2023-09-04,12.8015003
2023-09-04,12.7561064
2023-09-04,12.6315041
2023-09-04,12.7187624
2023-09-04,12.965456
2023-09-04,12.7500105
2023-09-04,12.5073624
2023-09-04,12.430274
2023-09-04,12.8319693
2023-09-04,12.8522511
2023-09-04,12.4516039
2023-09-04,12.4182196
2023-09-04,12.6368065
2023-09-04,12.8201427
2023-09-04,12.8522339
2023-09-04,12.4769497
2023-09-04,12.731575
2023-09-04,12.6897593
2023-09-04,12.5447264
2023-09-04,12.6180725
2023-09-04,12.9690104
2023-09-04,12.9443903
2023-09-04,12.5805254
2023-09-04,12.5048237
2023-09-04,12.6903229
2023-09-04,12.9054909
2023-09-04,12.9132748
2023-09-04,12.3782644
2023-09-04,12.8980865
2023-09-04,12.6931009
2023-09-04,12.6976633
2023-09-04,12.867341
2023-09-04,12.9566526
2023-09-04,12.7416029
2023-09-04,12.5406942
2023-09-04,12.5107183
2023-09-04,12.6791563
2023-09-04,12.9705105
2023-09-04,12.6846294
2023-09-04,12.433074
2023-09-04,12.7818727
2023-09-04,12.9974117
2023-09-04,12.9018583
2023-09-04,12.7809696
2023-09-04,12.6515484
2023-09-04,12.7641745
2023-09-04,12.7061348
2023-09-04,12.5938406
2023-09-04,12.5854082
2023-09-04,13.0425768
2023-09-04,12.5912323
2023-09-04,12.4084454
2023-09-04,12.8063164
2023-09-04,12.8015156
2023-09-04,13.1372013
2023-09-04,12.6877842
2023-09-04,12.6876307
2023-09-04,12.6724262
2023-09-04,12.707222
2023-09-04,12.9425821
2023-09-04,12.6153841
2023-09-04,12.7735434
2023-09-04,12.7760725
2023-09-04,12.6638403
2023-09-04,12.7059269
2023-09-04,13.0765171
2023-09-04,12.8386383
2023-09-04,12.5710402
2023-09-04,12.4407606
2023-09-04,12.9098949
2023-09-04,12.7787399
2023-09-04,12.6977167
2023-09-04,12.5506907
2023-09-04,12.5259342
2023-09-04,12.8056583
2023-09-04,12.6872282
2023-09-04,12.6699438
2023-09-04,12.9494963
2023-09-04,12.7614498
2023-09-04,12.5760365
2023-09-04,12.6114702
2023-09-04,13.0442839
2023-09-04,12.7587347
2023-09-04,12.7572098
2023-09-04,12.5809212
2023-09-04,12.7766924
2023-09-04,12.7137661
2023-09-04,12.7736044
2023-09-04,12.530036
2023-09-04,12.595829
2023-09-04,12.7313328
2023-09-04,12.7095242
2023-09-04,12.6329546
2023-09-04,13.0262108
2023-09-04,12.8233347
2023-09-04,12.7557993
2023-09-04,12.5645065
2023-09-04,12.8260727
2023-09-04,12.9084969
2023-09-04,12.9623137
2023-09-04,12.4870453
2023-09-04,12.4855957
2023-09-04,12.8451548
2023-09-04,12.7631397
2023-09-04,12.3743019
2023-09-04,12.7514687
2023-09-04,12.7298765
2023-09-04,12.7736921
2023-09-04,12.7100563
2023-09-04,12.8634014
2023-09-04,12.8957043
2023-09-04,12.5611343
2023-09-04,12.479126
2023-09-04,12.6524324
2023-09-04,13.1385794
2023-09-04,12.7200603
2023-09-04,12.5485144
2023-09-04,12.6139278
2023-09-04,12.8007956
2023-09-04,13.0697565
2023-09-04,12.6835699
2023-09-04,12.7040005
2023-09-04,12.7216883
2023-09-04,12.588418
2023-09-04,12.7347755
2023-09-04,12.5783167
2023-09-04,12.7666225
2023-09-04,12.6844635
2023-09-04,12.6338797
2023-09-04,12.596489
2023-09-04,12.8267889
2023-09-04,12.9338255
2023-09-04,12.61304
2023-09-04,12.6036949
2023-09-04,12.7570677
2023-09-04,12.6147671
2023-09-04,12.7794428
2023-09-04,12.7629166
2023-09-04,12.7058496
2023-09-04,12.8400736
2023-09-04,12.5495901
2023-09-04,12.6335392
2023-09-04,13.0718727
2023-09-04,12.7833834
2023-09-04,12.7645025
2023-09-04,12.4409733
2023-09-04,12.6947651
2023-09-04,12.9700346
2023-09-04,12.8154697
2023-09-04,12.7078228
2023-09-04,12.6007986
2023-09-04,13.058567
2023-09-04,12.6639986
2023-09-04,12.819582
2023-09-04,12.74473
2023-09-04,12.7341862
2023-09-04,12.6199265
2023-09-04,12.4476328
2023-09-04,12.9033442
2023-09-04,12.9498863
2023-09-04,12.716609
2023-09-04,12.5495014
2023-09-04,12.6690388
2023-09-04,12.7142363
2023-09-04,12.7076044
2023-09-04,12.5385637
2023-09-04,12.6991529
2023-09-04,12.5510225
2023-09-04,12.5299282
2023-09-04,12.5509748
2023-09-04,12.9496651
2023-09-04,12.8918552
2023-09-04,12.7200451
2023-09-04,12.5199556
2023-09-04,12.683547
2023-09-04,12.8210125
2023-09-04,12.8796186
2023-09-04,12.4710264
2023-09-04,12.7815924
2023-09-04,12.7509594
2023-09-04,12.8544683
2023-09-04,12.7434635
2023-09-04,12.7541265
2023-09-04,12.9063463
2023-09-04,12.6249619
2023-09-04,12.5559721
2023-09-04,12.6209755
2023-09-04,12.9222336
2023-09-04,12.8054295
2023-09-04,12.4776926
2023-09-04,12.608181
2023-09-04,12.8428268
2023-09-04,12.9411154
2023-09-04,12.7256851
2023-09-04,12.6280441
2023-09-04,12.7177906
2023-09-04,12.8187847
2023-09-04,12.6230288
2023-09-04,12.6792831
2023-09-04,12.8327742
2023-09-04,12.7260265
2023-09-04,12.5153646
2023-09-04,12.5960741
2023-09-04,12.9550476
2023-09-04,12.9074249
2023-09-04,12.5870275
2023-09-04,12.473175
2023-09-04,12.8348436
2023-09-04,12.7602615
2023-09-04,12.6368761
2023-09-04,12.5186443
2023-09-04,12.7248087
2023-09-04,12.7453241
2023-09-04,12.3377943
2023-09-04,12.5342579
2023-09-04,12.9024534
2023-09-04,12.7242184
2023-09-04,12.5706406
2023-09-04,12.5852709
2023-09-04,12.924243
2023-09-04,13.1004601
2023-09-04,12.6753578
2023-09-04,12.4281359
2023-09-04,12.7019701
2023-09-04,12.7268476
2023-09-04,12.707839
2023-09-04,12.7192526
2023-09-04,12.7643194
2023-09-04,12.9043818
2023-09-04,12.6351805
2023-09-04,12.4838581
2023-09-04,12.8083019
2023-09-04,12.8723192
2023-09-04,12.6079245
2023-09-04,12.5156221
2023-09-04,12.6489849
2023-09-04,12.9993925
2023-09-04,12.7428856
2023-09-04,12.4547863
2023-09-04,12.7553768
2023-09-04,12.8639965
2023-09-04,12.7558699
2023-09-04,12.9012804
2023-09-04,12.5325031
2023-09-04,12.8309069
2023-09-04,12.6996346
2023-09-04,12.5702391
2023-09-04,12.6090479
2023-09-04,12.8983202
2023-09-04,12.5786591
2023-09-04,12.5089579
2023-09-04,12.6441422
2023-09-04,12.7489262
2023-09-04,13.0584202
2023-09-04,12.9200907
2023-09-04,12.355422
2023-09-04,12.8431082
2023-09-04,12.7855759
2023-09-04,12.5335789
2023-09-04,12.8166485
2023-09-04,12.7650547
2023-09-04,12.6597157
2023-09-04,12.6066208
2023-09-04,12.7686243
2023-09-04,12.7786102
2023-09-04,12.762331
2023-09-04,12.5817308
2023-09-04,12.547307
2023-09-04,12.8502483
2023-09-04,12.5978374
2023-09-04,12.7346258
2023-09-04,12.4324846
2023-09-04,12.844656
2023-09-04,12.742321
2023-09-04,12.5543432
2023-09-04,12.5911303
2023-09-04,13.0364637
2023-09-04,12.7858982
2023-09-04,12.5653372
2023-09-04,12.5668736
2023-09-04,12.7028608
2023-09-04,12.625329
2023-09-04,12.5574026
2023-09-04,12.759284
2023-09-04,12.7970676
2023-09-04,12.6440802
2023-09-04,12.3144617
2023-09-04,12.6596375
2023-09-04,13.1254873
2023-09-04,12.6808748
2023-09-04,12.586277
2023-09-04,12.6072283
2023-09-04,12.8523369
2023-09-04,12.6963224
2023-09-04,12.5962477
2023-09-04,12.5565605
2023-09-04,12.8153639
2023-09-04,12.5067558
2023-09-04,12.6064806
2023-09-04,12.7689323
2023-09-04,12.9501467
2023-09-04,12.7054825
2023-09-04,12.4941092
2023-09-04,12.7616138
2023-09-04,13.0163631
2023-09-04,12.7553844
2023-09-04,12.563118
2023-09-04,12.6102705
2023-09-04,12.6469069
2023-09-04,12.8303757
2023-09-04,12.8491621
2023-09-04,12.6370916
2023-09-04,12.871315
2023-09-04,12.7417955
2023-09-04,12.492341
